ProductID	xLocation	yLocation
213820	6.68	10
213845	14	12
213855	10.4	10
213881	10.2	8
213906	20	10
214013	8.8	12
214028	6	12
214058	8.7	10
214199	10	8
214216	11	16
214326	8.4	8
214337	10.2	8
214384	10.2	8
214387	12.6	8
214442	10.4	10
214553	21	6
214556	6.2	14
214557	16.2	6
214598	16	16
214601	20	10
214720	9.2	10
214742	10.2	8
214772	10.2	14
214874	18.4	6
214903	8.8	12
214970	22.4	0
215023	8	4
215037	10.4	10
215058	6.6	10
215072	6.4	10
215081	10	8
215153	8.4	8
215167	6.2	14
215169	8.8	16
215279	7	8
215297	8	8
215300	6.6	12
215438	20	8
215448	6	8
215546	12.2	4
215603	8.4	8
215750	8	8
215784	20.4	8
215806	6	8
215825	6	4
215933	20	14
216000	16.2	14
216056	8	4
216071	8	8
216085	10.86	10
216116	20	2
216185	20.2	4
216251	8.4	10
216261	12.2	0
219060	8.2	8
219073	2.2	4
219126	10.4	10
219130	6.4	16
219137	2.2	4
219144	8.4	8
219149	8.4	8
219174	10.2	12
219265	10.2	12
219267	6.6	12
219274	8.2	8
219294	10.6	14
219377	8.8	6
219382	10.6	14
219405	7	8
219496	10.4	8
219501	6.2	10
219521	8.6	8
219537	18.2	8
219566	8.4	8
219572	12.6	12
219613	6.6	8
219635	18.4	6
219644	16.8	8
219653	10	4
219786	6.2	12
219808	9.2	12
219818	8.4	8
219852	10.4	10
219853	10.4	8
219882	6.2	6
219912	20.8	4
220009	12.6	6
220097	6.8	10
220188	14.6	6
220207	6.4	6
220224	18.4	10
220233	6.4	6
220312	8.2	10
220320	16.4	6
220359	7	14
220370	9	12
220432	10.2	4
220543	8.4	4
220593	10.4	12
220637	18.2	2
220707	10.2	4
220732	10.4	8
220735	10.8	4
220861	6.64	10
220916	7	16
220933	16.4	14
220944	8	4
220959	16.8	6
220966	10.2	14
221013	18	10
221035	10.4	10
221052	6.8	6
221069	8.4	6
221077	8	6
221090	14	12
221106	12	12
221153	14.4	6
221184	8.4	10
221190	18.4	10
221283	12.4	4
221317	10	14
221380	8.8	8
221391	18.8	6
221476	8.8	12
221559	8.4	8
221607	10.8	8
221631	8.4	8
221663	10.8	8
221679	2.4	16
221761	16.2	6
221774	7.4	10
221777	6.2	8
221816	10.4	6
221849	10.4	14
221857	8.4	8
221858	8	8
221912	14.2	6
221930	16.6	6
221948	6.4	14
221967	10.8	16
221980	14	0
222033	14.2	6
222097	16.8	4
222102	10.6	8
222114	20.8	4
222139	8.2	14
222230	10	8
222246	10.2	8
222340	14.2	2
222404	10.8	10
222428	10.4	6
222541	6.4	8
222556	28	0
222567	12.6	10
222577	20.8	10
222594	18.8	6
222595	16.6	4
222635	10.4	4
222645	11	10
222667	6.2	6
222681	2.6	4
222746	6.2	16
222805	18.2	6
222889	20	10
222896	10.8	10
222905	16.6	6
222924	16.8	6
222942	12	6
222995	10.2	10
223002	10.2	10
223020	8.4	12
223053	14.2	4
223115	8.6	14
223144	8	8
223205	18.6	10
223267	10.2	10
223353	10	8
223389	6.4	16
223424	6.4	14
223441	18.4	14
223484	18.8	6
223514	14.6	6
223621	8.2	14
223636	14.4	6
223681	14.2	2
223685	7	16
223699	10.4	10
223737	10.6	8
223740	16.6	10
223771	10.6	10
223784	10.6	10
223981	20	2
223992	14.2	8
223999	10.2	8
224014	6	8
224029	14.2	6
224059	10.4	10
224164	14.2	12
224362	10.2	4
224377	10.2	12
224392	8	14
224402	6.6	8
224480	6.4	12
224485	20	2
224512	10.4	8
224536	6.2	16
224539	10.2	6
224577	14.6	6
224584	8.8	8
224586	8.4	6
224612	20	2
224639	10.8	16
224653	10.4	16
224671	8	8
224673	20.8	4
224682	6.6	8
224685	20.6	10
224734	10.2	8
224747	10.4	14
224772	10	14
224838	6.4	8
224840	18.6	10
224866	20.2	2
224870	8.2	6
224992	2.2	0
224996	10.4	12
225002	20.4	8
225006	10.4	10
225029	8.2	10
225042	2.2	4
225061	8.7	10
225072	17.2	6
225087	10.4	10
225093	7	16
225101	8.8	16
225123	8.6	8
225167	10.2	10
225206	18.6	10
225210	8.2	4
225262	10.6	12
225291	8.8	10
225316	12.4	10
225333	1	4
225393	10.4	10
225395	2.2	0
225434	6.2	4
225549	18.4	2
225789	6.8	6
225808	20	10
225809	10.2	14
225864	10.2	8
225906	6.2	8
225918	14.8	10
225923	9	10
225926	6.8	6
225965	10.4	8
225991	16.6	6
225994	12.2	14
225999	14	12
226038	10.2	8
226063	8.4	10
226067	2	4
226074	10.4	8
226137	20	6
226187	16.2	6
226332	10.62	4
226362	18.4	14
226399	6	8
226416	10.6	6
226467	10.2	14
226491	10.6	14
226514	6	8
226531	12.66	4
226551	8.4	10
226569	18	10
226577	10.6	16
226668	14	12
226700	18	0
226702	6.4	6
226705	20.2	4
226730	16.8	4
226743	20	8
226774	8.4	12
226782	14.2	8
226850	6.6	8
226860	10.6	8
226880	14.4	6
226883	9	12
226929	8.4	8
226933	20	10
227032	18.6	14
227089	8.2	10
227108	6.4	10
227118	10.2	8
227150	10.2	6
227151	14.6	6
227152	10.4	10
227224	10.6	8
227245	8.4	8
227281	10.8	6
227318	8	8
227382	6.6	8
227392	7	10
227423	20	14
227430	6.64	10
227448	10.4	8
227471	8	8
227493	6.2	12
227503	8.6	8
227513	6.2	4
227515	10.6	10
227534	6.6	14
227596	10.4	16
227741	8.2	6
227742	6	8
227743	16.6	4
227756	14.4	2
227847	6.68	10
227859	10.2	10
227942	8.8	16
227952	8.4	10
228008	10.6	6
228048	14.4	4
228063	10.2	14
228103	10.2	8
228231	8.4	6
228257	20	8
228286	14.6	6
228303	10.4	10
228310	14	8
228378	10.2	12
228419	10.4	8
228434	10.2	8
228438	18.4	10
228450	6.6	8
228510	12.2	0
228529	8	8
228530	14.4	14
228546	16	6
228569	8.2	16
228588	10.6	8
228591	10.6	10
229995	6.2	14
230004	12.4	6
230013	14.6	4
230030	8	10
230126	10.62	4
230189	6.2	8
230278	16.4	0
230326	16.6	12
230334	18.2	10
230337	18.2	8
230348	6.7	10
230349	18.4	6
230438	6.2	8
230506	6.4	8
230542	8.4	8
230546	7.6	10
230656	18.2	8
230659	14.4	8
230692	10	12
230741	10.4	10
230744	10	6
230774	10.2	8
230827	10.2	12
230833	6.8	8
230903	6.2	16
230980	18.4	10
230989	10.4	8
231008	16.4	10
231011	8.4	12
231051	14.4	14
231160	10.2	10
231229	8	12
231256	14.2	6
231270	9	10
231273	8.4	8
231281	10.2	10
231290	6.2	8
231301	6.62	10
231321	12.2	14
231328	10.4	10
231338	10	14
231379	8.4	10
231434	6.2	10
231441	8.8	6
231447	6.4	8
231461	10	14
231507	14.4	6
231532	14.6	6
231533	8	6
231580	8	8
231596	10.6	8
231600	20.4	14
231617	16.2	14
231664	10.2	8
231807	14.4	10
231856	8.8	8
231881	14.4	14
231883	14	8
231884	18	6
231887	10.6	8
231892	9.2	10
232032	6.2	6
232034	10.2	14
232162	10.6	12
232197	8.4	16
232212	21	10
232220	17	10
232282	11	8
232332	10	14
232349	8.2	10
232364	16.6	6
232421	4.2	4
232485	10	4
232531	8.4	10
232561	20.4	10
232628	8.2	12
232642	8.2	14
232663	16.8	4
232754	10.6	6
232769	10.6	8
232843	10.4	14
232949	16.4	6
232987	19	10
233177	8.6	14
233178	8.4	10
233219	12	14
233268	10.4	10
233307	6	12
233326	10.6	10
233340	8.4	8
233386	10.8	8
233389	16.6	6
233422	18.6	14
233561	6	14
233607	10.2	12
233743	16.8	12
233756	6.4	10
233908	8.2	10
233923	10.6	8
233944	12.2	8
233945	10	10
233966	10.2	14
233989	6	8
234040	8	8
234048	7.6	10
234051	10.6	10
234130	20.4	2
234174	10.8	16
234214	6.4	12
234283	18	12
234392	12	14
234394	14.8	8
234411	20.8	6
234459	16.6	6
234586	8.4	6
234589	10.6	6
234614	8.6	8
234704	14.6	6
234756	8.8	8
234766	6.6	6
234767	6	8
234865	16.2	12
234904	10.2	10
234939	10.2	14
234941	14.4	12
234968	14.2	2
234992	8.4	8
235001	14.8	12
235013	16.4	4
235064	10.6	10
235087	20.4	14
235093	4.2	4
235142	10.2	10
235218	16.2	10
235241	6.2	4
235274	10.4	8
235290	6.7	10
235313	6.6	12
235357	18.2	2
235393	6.64	10
235402	8.64	10
235415	10.4	10
235426	10.2	16
235475	20	8
235485	10.4	12
235535	8.8	14
235560	6	12
235569	6.2	4
235631	10.6	10
235636	10.2	8
235662	14.4	14
235685	14.8	8
235687	10.2	8
235696	10.4	6
235703	8.2	10
235755	10.4	14
235757	8.4	10
235766	9	10
235930	18.2	0
235933	18.4	6
235961	10.2	8
236101	10.2	14
236111	10.4	10
236117	6.6	16
236272	8.2	4
236276	16.6	6
236294	8.2	8
236328	10.2	8
236458	10.4	10
236479	10.2	10
236512	12.4	6
236520	8	6
236611	6	8
236614	6.2	6
236616	8.4	6
236680	18.6	10
236687	18.2	10
236711	10.2	14
236735	14.6	6
236769	2.2	16
236778	18.4	14
236823	8.2	8
238239	6.4	10
238316	8.4	14
238354	8	4
238385	9	16
238398	6	6
238417	12.2	12
238530	18.4	6
238544	10.6	14
238545	6	10
238651	20	6
238653	10.4	10
238709	14	12
238745	6.8	6
238748	16.2	12
238816	8.4	6
238822	18.2	14
238832	10	14
238862	20.2	4
238868	6	8
239062	6.6	6
239184	10	8
239228	16	12
239367	16	8
239375	16.4	6
239377	6.4	10
239379	6.4	6
239390	10.2	10
239397	6.4	10
239411	10.4	10
239429	10.8	14
239436	10	10
239445	16	12
239453	9	12
239465	6.6	12
239492	7.2	10
239527	6.4	6
239550	10.2	8
239574	6.2	10
239638	7.2	12
239651	8.2	14
239658	8	6
239661	8.8	8
239665	10.8	8
239736	10.2	8
239745	12.66	4
239766	8.2	10
239804	18.4	2
239851	18.4	2
239888	6.2	12
239892	8.4	6
239897	11	10
239912	8.2	10
239938	7	8
239942	6	8
240022	6.4	6
240053	6.2	14
240080	6	8
240086	12.2	14
240096	10	10
240129	10.2	14
240153	6.2	12
240163	6.4	10
240242	12.4	12
240244	9.2	10
240361	10.4	8
240411	12.4	14
240462	10	8
240490	6.4	14
240552	6.2	8
240625	8.2	12
240689	8.62	10
240718	12.6	10
240750	20.4	14
240765	10	4
240860	10.4	8
240915	20	8
240919	8.8	14
240922	10.2	10
240944	20.6	10
240964	16.8	4
240977	8.7	10
240980	6.6	10
240982	14.4	6
240987	12.2	14
241041	20.2	2
241057	12.2	0
241088	10.4	10
241124	20.2	8
241138	6	8
241142	10	4
241147	7.2	8
241152	20	10
241163	10	16
241187	10.4	8
241240	8.8	8
241267	10.2	10
241276	20.2	6
241301	10.2	8
241402	10.4	6
241467	10.6	6
241476	20.6	10
241580	14.2	0
241619	6.6	12
241642	14.6	6
241688	18	8
241710	6.2	14
241799	10.2	10
241802	16	10
241808	6.6	8
241823	9	16
241829	6.4	10
241924	16	6
241930	10.2	8
241948	10.8	6
242069	16.2	6
242094	10.4	10
242133	12.6	12
242201	14.2	14
242235	16.6	6
243698	6.66	10
243746	10.86	10
243788	20.2	2
243802	20.6	6
243826	6.2	10
243894	10.8	14
243899	14.8	6
243902	10.4	10
243906	8.2	8
243931	16.8	6
243944	16	6
243947	6	8
243963	6.6	10
243993	10.2	8
244002	8.2	14
244012	10.2	8
244127	10.4	12
244147	6	6
244162	10.4	14
244194	6.6	10
244214	20	8
244254	8	8
244339	12.2	0
244426	6.2	16
244455	10.2	10
244476	10.2	8
244477	8.4	10
244517	10.2	8
244542	6.6	10
244546	12.2	0
244556	27.98	18
244678	14.4	6
244708	20.2	4
244745	14.4	14
244797	2.2	4
244841	16.6	6
244930	6.64	10
245021	10.4	6
245042	27.98	18
245072	10.4	10
245082	6.8	8
245146	8	4
245166	8.2	12
245251	6.8	8
245274	12.2	14
245384	14	2
245417	16.4	6
245515	12.2	14
245560	16.2	8
245715	8.4	8
245804	20	16
245805	6.4	10
245818	8.4	14
245826	14.4	6
245882	10.2	10
245888	16.8	6
245896	6.6	6
245939	10.4	8
245955	10	10
245962	10.6	10
245975	6.4	14
246118	10.4	12
246169	10.2	14
246194	8.68	10
246200	8	8
246211	10.4	8
246215	18.4	6
246225	4.2	4
246243	10.4	10
246250	10.4	10
246325	18.4	0
246336	16	8
246343	8.2	14
246362	10.4	10
246455	20.4	10
246492	22.4	0
246500	10	14
246501	10.4	8
246506	4	0
246530	10.2	8
246538	10.4	8
246555	20.4	2
246581	14.2	6
246614	14.8	6
246677	18	14
246715	12.8	12
246780	6.4	4
246882	21.2	6
246887	6	8
247027	18.8	14
247066	10.6	10
247114	8.4	10
247117	6	8
247167	18.8	14
247202	20	2
247254	14.4	14
247324	10.2	4
247417	27.98	18
247461	14	12
247477	8.6	12
247531	10.4	8
247533	16.6	8
247603	10.8	10
247639	10.2	16
247671	16.8	6
247735	14.6	12
247738	8.4	0
247757	8.8	10
247785	10	14
247792	10.6	10
247794	16.4	12
247801	6.4	14
247819	6.4	12
247877	10.4	4
247903	10.6	10
247922	10.2	16
247931	14.6	6
247943	10.2	8
247951	10	10
247995	6	8
248098	10.2	8
248124	8.8	14
248136	8.2	10
248139	8.6	8
248152	6.4	12
248158	10.2	8
248250	12.2	4
248259	14.6	4
248266	16.2	8
248308	10.8	8
248313	6.66	10
248368	10.2	8
248382	10.4	10
248543	8	8
248564	8	8
248581	7.2	14
248753	10.4	10
248773	8.6	12
248856	10.2	10
248857	20.2	8
248959	12	4
249004	10.2	10
249005	12	6
249013	10	12
249016	18.4	10
249037	20.6	10
249042	10.6	14
249060	12.8	12
249107	20	6
249237	14.4	4
249247	16.4	8
249271	8.4	8
249327	16.6	6
249363	12.4	8
249378	19	4
249412	16.4	8
249460	14.4	2
249468	20.8	6
249477	8.4	14
249484	10.4	4
249500	10.8	4
249522	6	10
249616	16.4	2
249619	6.2	16
249691	6.2	12
249697	16	8
249810	14.4	12
249850	6.4	8
249858	10.4	12
249898	20.2	8
249966	10.6	14
250002	14.2	12
250040	10.8	16
250044	8.6	8
250068	10.4	10
250180	15	6
250217	16.2	8
250226	16.6	6
250285	7.6	12
250292	6.6	10
250322	12.4	4
250328	8.6	6
250332	8.6	14
250339	12.4	12
250350	7	10
250362	4.2	4
250370	8.2	8
250405	14.4	6
250417	8.8	10
250458	9	10
250470	12.6	14
250594	8	8
250599	6.8	8
250651	10.4	8
250669	10.2	10
250682	10.8	16
250837	8.7	10
250882	12.4	4
251034	12.8	12
251067	18.2	10
251087	16.4	12
251091	14.4	10
251178	18.6	14
251201	18.4	8
251271	10.4	10
251280	8.4	8
251290	6.4	12
251344	8	8
251383	10.4	10
251429	8.4	8
251441	10	4
251547	20.4	4
251570	7.2	10
251572	8.4	8
251698	8.2	14
251700	6.2	10
251733	8.2	12
251735	20.4	14
251748	8.4	8
251805	6.6	8
251816	14.6	12
251830	4.2	4
251893	8.6	12
251895	16.4	6
251901	12.8	12
251917	8.4	8
252020	12.6	10
252024	10.4	10
252080	10.4	12
252094	14.4	4
252112	8	12
252114	6.6	12
252159	6.8	6
252162	10	8
252182	8.2	12
252200	8.7	10
252236	6.2	16
252249	6.4	8
252358	12.66	4
252361	6.4	14
252375	12.2	0
252383	8	8
252428	16.2	12
252475	10.2	6
252488	8.4	12
252494	6.8	12
252495	10.4	10
252547	15	6
252559	8.2	16
252576	10.2	14
252580	20.6	10
252589	8.8	12
252694	8.2	10
252726	10.4	10
252731	14	6
252788	6.4	6
252947	8.4	14
253042	16	6
253152	4.2	4
253180	6.6	8
253207	2.6	4
253219	6	8
253244	16.4	12
253287	11	6
253360	2.2	16
253388	12.4	4
253396	8.4	8
253421	8.2	6
253452	10.4	10
253489	10	10
253714	16.4	6
253725	10	16
253799	10.2	14
253852	6.2	10
253857	20	6
253906	14.2	6
253907	20.4	2
253908	8.4	16
253943	8.4	14
254006	10.4	14
254064	14.6	6
254069	8.66	10
254077	8.2	4
254092	10.4	14
254102	16.2	10
254117	12	8
254179	10.6	10
254183	6	10
254245	6.62	10
254291	10	14
254304	10.4	10
254322	10.2	10
254325	10.84	10
254333	8.4	14
254381	8.4	6
254390	14.6	10
254402	18.4	10
254413	8	8
254415	10.2	8
254425	10.2	8
254430	18.2	2
254489	7	8
254493	6	8
254495	18.6	14
254499	10.6	14
254510	6.72	10
254522	8.6	12
254544	10.4	8
254588	21.2	6
254629	8.2	4
254683	8	8
254688	24	0
254702	16.4	6
254757	16.2	6
254780	6	16
254810	9	16
254841	10	6
254935	6.2	6
255003	16	12
255106	14.2	6
255147	10	8
255229	10.6	14
255244	16.6	8
255257	8.6	14
255301	8	8
255303	8.4	12
255333	14.8	6
255336	20.6	10
255382	10.6	10
255417	10.6	10
255483	16.6	10
255500	18.2	10
255558	10.4	8
255641	10.2	14
255659	8.6	12
255667	6.2	16
255744	20.2	14
255804	10.2	10
255805	20.4	4
255835	6.6	12
255846	9	16
255882	6.66	10
255931	10.4	10
255932	8.4	8
255936	6	4
255945	10.4	6
255947	10.4	10
256029	10.6	6
256055	6.4	12
256091	6.72	10
256097	10.2	8
256107	14	6
256164	9.2	10
256182	6.4	10
256224	6.4	8
256262	18.8	12
256356	8.2	4
256462	6.6	14
256520	6.2	14
256521	8	8
256560	10.2	10
256561	8.8	10
256650	10.4	8
256662	20.4	14
256751	14	6
256752	8.6	10
256788	8.2	14
256834	10.4	10
256835	14.8	12
256841	10.2	10
256849	10	6
256862	20	8
256880	10.6	6
256887	6.66	10
256967	17.2	6
257036	6.4	12
257057	8.6	16
257063	20	8
257183	10.2	10
257184	14.8	8
257208	10.4	12
257266	14.4	14
257295	20.2	10
257302	7.4	10
257402	14	2
257415	7	14
257498	16.2	6
257518	10.8	8
257520	10.4	12
257563	6.4	12
257581	10.4	10
257591	20.8	4
257669	8.4	0
257717	8.2	12
257729	6.8	8
257842	20.2	2
257857	12.2	0
257868	6.8	10
257873	6.4	14
257877	10.2	10
257881	14.2	6
257897	6.6	10
257905	8	8
257931	14.4	14
258015	16.4	14
258147	10.4	10
258253	14.2	6
258256	8	4
258284	12.8	12
258288	20	8
258343	20.6	8
258360	10.2	10
258383	14.2	12
258421	16.6	6
258430	8	8
258443	8.8	8
258532	6.66	10
258540	10.2	6
258561	12.4	14
258563	6.66	10
258564	14.2	10
258569	14.6	10
258573	14.2	6
258576	11	10
258580	2.2	4
258599	14.2	6
258623	8.4	8
258636	18.2	6
258671	30	0
258675	12.8	8
258748	27.98	18
258759	16.6	4
258769	8.2	10
258772	16.2	10
258798	10.8	8
258865	6.66	10
258883	7	8
258896	10	8
258903	18.6	6
258965	10.6	8
258966	14.4	6
259024	8.8	8
259035	10.2	16
259075	6.4	8
259107	8.4	6
259245	10	10
259255	16.4	10
259275	10.4	8
259400	14.4	14
259413	10.6	10
259430	18.6	10
259431	16.4	12
259433	14.4	0
259489	14.2	8
259556	10.8	8
259559	10.4	10
259562	2.2	4
259573	10.6	6
259577	8	8
259614	20.6	4
259629	10.2	12
259630	10	8
259664	10.2	10
259665	10.4	6
259720	14	10
259740	10	8
259752	7	14
259755	8.7	10
259768	6.8	12
259789	10.6	10
259888	10.2	8
259915	10.2	8
259931	6.6	14
259938	14.4	10
259945	8.2	8
259948	10.4	6
259975	27.98	18
259994	8.4	16
260006	8.2	8
260033	12.6	10
260048	8.4	10
260087	2.6	4
260144	7.2	12
260201	12.6	12
260204	14.4	14
260256	2.2	16
260270	6.8	16
260347	8.2	14
260399	8.4	6
260403	7.2	8
260441	10.4	10
260580	18	10
260708	12	4
260719	8.4	8
260761	8.6	10
260765	6.2	6
260808	10.4	8
260878	14.8	12
260880	10.2	14
260915	16.2	6
260928	10.6	8
261093	8.6	16
261130	8	12
261143	10	8
261159	6	8
261161	8.66	10
261181	10.4	10
261234	14	6
261271	8.4	8
261331	10.6	10
261357	8	4
261374	6.4	10
261405	10.6	8
261432	10	8
261503	20.4	14
261562	8.8	14
261581	10.2	8
261702	12	8
261747	14.2	10
261796	10.4	10
261834	18.4	10
261960	10.4	6
261992	18.4	14
262001	8.6	6
262080	2.2	4
262122	10	4
262150	8.6	8
262338	6.4	12
262344	6	8
262364	16.6	8
262391	10	12
262400	10.6	8
262401	8.2	14
262402	6.2	6
262450	12.6	14
262522	18.4	14
262530	20.2	10
262531	7	10
262659	8.6	10
262705	2.2	16
262708	10.4	10
262721	2.2	0
262844	20.6	14
262851	6	10
262871	16.4	6
262898	10.6	6
262927	10.2	4
262962	10.4	10
262982	14.2	14
263020	6.6	10
263036	4.6	0
263055	8.4	8
263068	6.72	10
263094	6.66	10
263100	10.4	14
263121	14.6	12
263171	6.62	10
263193	18.6	12
263196	10.4	12
263209	10.2	10
263217	10.2	10
263307	16	14
263319	10.4	10
263461	10.6	8
263464	10.6	8
263474	8.8	16
263478	10.2	10
263497	22.2	0
263501	14.2	6
263511	10.2	12
263519	16	12
263593	6.4	8
263631	11	8
263771	10.2	12
263855	8.2	14
263868	14.2	10
263974	6.4	10
264003	18	10
264035	12	12
264070	18.6	10
264081	6.2	14
264187	6.66	10
264213	8.4	6
264217	20.8	8
264229	6.4	14
264257	10.4	8
264263	10.4	10
264284	10.4	8
264349	10.2	10
264352	2.2	16
264360	6.8	8
264383	6.6	8
264444	12.2	0
264522	10.4	10
264558	10.4	8
264663	12.4	4
264688	10.6	8
264725	6.4	12
264739	18.6	10
264775	10.2	6
264804	9.2	16
264878	16.8	6
264890	6.2	12
264891	18.4	10
264907	6	10
264914	10.6	12
264977	6.2	10
264978	16.4	10
264980	10.6	14
265002	18.6	14
265062	8	8
265069	20.6	10
265082	16.6	12
265085	6.2	6
265089	6.8	10
265092	8	8
265094	18.2	14
265102	18.6	6
265254	20.2	10
265283	17.2	6
265403	12.2	6
265419	17.2	6
265440	22	0
265450	8	4
265490	12.2	0
265499	16.4	4
265532	10.4	10
265567	6.4	12
265604	10.2	4
265609	14.2	8
265667	10.4	12
265680	20	0
265710	6	8
265740	8.4	12
265814	10.4	12
265857	10.8	16
265915	14.6	8
265927	10.6	12
265947	21.2	6
266052	12.4	6
266068	10.6	8
266117	20.8	6
266127	8	8
266139	10.4	10
266184	10.4	8
266187	10.4	10
266216	12.6	12
266248	10.8	6
266259	20	8
266338	18	10
266391	10.4	8
266404	16	6
266405	6.2	8
266457	8	12
266563	12.8	12
266574	16.8	4
266599	8.2	6
266613	10.4	12
266621	8	12
266622	10.4	10
266629	8	8
266644	14.4	10
266720	12.8	8
266756	6.6	8
266768	18.6	10
266883	16	12
266893	18.2	6
266923	6.4	8
269820	8.8	8
269837	8.8	8
269861	10.6	10
269864	6.2	8
269875	20.6	10
269891	16	12
269900	6.2	4
269911	6.2	8
269913	18.4	10
269922	10.2	8
269991	10.6	6
269996	9	10
270025	12.6	10
270142	10.2	12
270167	10.2	8
270219	10.4	8
270226	10.4	10
270280	6.2	4
270283	6.6	10
270292	18.6	14
270437	10.6	10
270454	7	8
270471	8.2	10
270484	8.6	8
270544	8.2	14
270552	10.2	8
270570	6.4	8
270577	20.2	8
270581	9	10
270688	18.6	14
270694	20.4	2
270719	20	4
270821	10	8
270827	18	10
270846	20	10
270858	8.4	6
270879	10.6	14
271019	20	6
271021	6	8
271023	10.6	10
271102	10	14
271126	6	10
271134	6	8
271162	10.2	14
271212	14.4	10
271222	14.2	6
271319	8	4
271328	20.4	14
271345	18.6	10
271523	14	12
271534	6.6	12
271536	12.2	0
271551	8.4	6
271584	8.4	10
271631	8.6	10
271635	16	8
271692	8.4	6
271695	8.8	14
271725	10.6	10
271830	6.4	10
271834	8.2	14
271839	6.8	6
271852	7.4	10
271888	6.4	16
271917	6.68	10
271927	10.2	8
271956	9	10
271965	6.64	10
272028	16.6	6
272059	18.4	8
272076	10.4	10
272078	10.4	10
272079	8.6	8
272098	6.2	12
272100	18.4	6
272110	8	16
272175	20.8	10
272195	7.4	10
272211	8.4	8
272231	14.2	4
272239	14	2
272258	8.66	10
272266	12.8	12
272267	6	8
272298	14.8	10
272351	10.2	8
272414	10.6	8
272422	8	8
272437	10.4	10
272453	10.6	10
272457	20.6	4
272463	10	10
272507	6.2	4
272528	8.2	14
272558	8.4	12
272585	18.2	10
272593	8.4	14
272606	10.6	6
272651	14.2	8
272662	8.4	8
272755	10.4	4
272762	16	14
272799	8.6	10
272875	20.2	14
272876	6.6	16
272892	16	10
272893	6.6	8
272903	10.6	10
272953	10	16
272981	8.2	8
273008	20.8	4
273065	8.4	8
273076	22	0
273109	12.2	14
273254	14.4	6
273291	18.2	0
273323	10.2	12
273355	8.2	8
273497	8.4	8
273547	8.4	10
273620	8.8	12
273653	16.6	6
273654	8	14
273691	8.4	6
273724	12	4
273768	8.4	12
273790	10	14
273800	10.6	8
273805	17.2	6
273834	14.4	6
273872	10.2	14
273964	10.9	10
273966	6.6	14
273982	16.6	10
274011	14	8
274040	8.68	10
274075	6.6	12
274093	18.4	10
274149	8.2	8
274277	8	8
274349	10.4	10
274394	7.4	10
274396	6.8	10
274413	18.8	10
274415	16.6	6
274420	6	8
274422	14.6	10
274449	10.6	6
274595	6.4	4
274641	4.2	4
274683	10	8
274719	18.4	6
274775	6	4
274780	10.4	8
274784	10.8	8
274792	4.2	4
274794	10.8	12
274798	20	8
274814	6.4	6
274837	10.4	4
274850	16	12
274852	7.2	10
274858	14.8	6
274870	10.2	10
274975	17.2	6
274981	6.6	10
275043	6.2	4
275047	16.2	10
275049	10.4	12
275141	18	10
275144	10.8	8
275168	20.4	4
275178	8	14
275212	18	6
275222	18.8	8
275281	8.2	12
275297	10.4	6
275310	10.4	10
275375	8.4	12
275391	10.2	12
275461	32	0
275467	10	10
275509	8.6	8
275621	8.4	8
275641	8.6	16
275654	10.4	10
275723	6.4	14
275742	7.2	8
275754	18	10
275773	6	8
275785	10.2	10
275810	14	4
275825	20.2	2
275910	6.4	8
275937	20.2	2
275996	16.2	6
276034	14.8	10
276140	2.2	4
276157	10.4	10
276174	18	4
276336	10.4	8
276338	12.4	12
276443	10.6	12
276533	8	10
276534	8.4	8
276590	10.86	10
276603	8	4
276634	10.2	14
276635	14.8	4
276636	14.2	0
276653	8.7	10
276684	12	4
276692	8	8
276716	10.8	8
276718	18.8	12
276723	12.2	12
276728	14	4
276784	14.6	12
276786	8.6	14
276813	6.66	10
276824	2.6	4
276906	1	4
277022	16.4	14
277035	8	12
277189	10.2	10
277280	10.8	8
277322	15	6
277360	7.2	10
277443	18.6	10
277444	8.2	6
277526	10.2	8
277578	10.8	8
277596	10.4	10
277600	6.6	12
277709	16.4	2
277787	8.66	10
277794	10.4	10
277859	8.4	4
277874	20.8	10
277892	10.2	8
277978	20.2	14
277999	14	12
278045	6.6	10
278092	2.2	4
278104	6	8
278123	8.2	6
278130	14.2	6
278144	6.4	8
278220	16.6	10
278271	8.2	8
278352	16	12
278355	14.6	4
278356	10.6	12
278381	11	6
278387	10.2	10
278410	18.6	14
278412	18.2	8
278416	6	8
278431	18	10
278551	10.2	12
278575	8	8
278651	14.6	10
278670	10.8	10
278681	8.6	16
278818	6.4	8
278871	10.4	16
278932	14.8	12
278933	30	0
279039	10.2	8
279055	16.6	10
279070	8	8
279107	7.2	12
279201	10	14
279207	8.66	10
279208	8.64	10
279272	6.2	4
280659	10	8
280673	6.2	4
280712	10.4	10
280718	6.6	10
280721	8.68	10
280731	14.4	8
280763	22.4	0
280787	14.2	6
280827	8.2	6
280839	6.2	14
280870	12	16
280882	12.2	4
280959	14	6
280977	14.4	2
281181	10.2	12
281214	12.2	4
281464	10.2	12
281475	20	4
281522	10.4	10
281546	8.6	8
281567	14.4	10
281607	20	12
281610	10.2	10
281713	18.8	14
281815	12	12
281823	11	8
281899	12.6	12
281926	8.2	8
281968	10.2	14
281970	6.4	8
281978	7.2	12
281997	10.2	8
282053	10	16
282055	6.2	6
282083	10.4	14
282097	8.2	14
282149	14.4	6
282159	10.4	14
282167	10.6	8
